"rotten_tomatoes_link","critic_name","top_critic","publisher_name","review_type","review_score","review_date","review_content","letter_grade","numeric_score","binary_score_numeric","normalized_score"
"m/rocknrolla","","False","National Post","Rotten","2.5/4","2008-10-18","",NA,6.25,0,0.119935917099275
"m/rocknrolla","","False","National Post","Rotten","2.5/4","2008-10-18","",NA,6.25,0,0.119935917099275
"m/rocky_balboa","","False","Baltimore Sun","Rotten","","2006-12-30","","C",3,0,-1.28651507417694
"m/rocky_balboa","","False","Baltimore Sun","Rotten","","2006-12-30","","C",3,0,-1.28651507417694
"m/rocky_horror_picture_show","","False","TV Guide","Fresh","3/4","2008-01-11","The film itself is a lot of fun -- but the audience-participation phenomenon has turned it into a one-of-a-kind cinematic experience.",NA,7.5,1,0.660878606051666
"m/rocky_horror_picture_show","","False","TV Guide","Fresh","3/4","2008-01-11","The film itself is a lot of fun -- but the audience-participation phenomenon has turned it into a one-of-a-kind cinematic experience.",NA,7.5,1,0.660878606051666
"m/rocky_horror_picture_show","","False","Bullz-Eye.com","Fresh","4/5","2010-10-30","",NA,8,1,0.877255681632622
"m/rocky_horror_picture_show","","False","Bullz-Eye.com","Fresh","4/5","2010-10-30","",NA,8,1,0.877255681632622
"m/rocky_horror_picture_show","","False","Total Film","Fresh","4/5","2012-10-22","It's like art-rockers Roxy Music let loose on Frankenstein - ludicrous, but oddly compelling. And it even stars Meat Loaf.",NA,8,1,0.877255681632622
"m/rocky_horror_picture_show","","False","Total Film","Fresh","4/5","2012-10-22","It's like art-rockers Roxy Music let loose on Frankenstein - ludicrous, but oddly compelling. And it even stars Meat Loaf.",NA,8,1,0.877255681632622
"m/rocky_ii","","False","Film4","Fresh","","2003-05-24","It's entertaining enough, but Stallone would have done well to retire Rocky after his second outing.",NA,NA,1,NA
"m/rocky_ii","","False","Film4","Fresh","","2003-05-24","It's entertaining enough, but Stallone would have done well to retire Rocky after his second outing.",NA,NA,1,NA
"m/rocky_ii","","False","TV Guide","Fresh","3.5/4","2006-12-19","Considerably less satisfying than the original Rocky, but head and shoulders above the later installments.",NA,8.75,1,1.20182129500406
"m/rocky_ii","","False","TV Guide","Fresh","3.5/4","2006-12-19","Considerably less satisfying than the original Rocky, but head and shoulders above the later installments.",NA,8.75,1,1.20182129500406
"m/rocky_iii","","False","Film4","Rotten","","2003-05-24","Someone ought to have thrown in the towel.",NA,NA,0,NA
"m/rocky_iii","","False","Film4","Rotten","","2003-05-24","Someone ought to have thrown in the towel.",NA,NA,0,NA
"m/rocky_iii","","False","TV Guide","Fresh","3/4","2006-12-19","Bigger but not better.",NA,7.5,1,0.660878606051666
"m/rocky_iii","","False","TV Guide","Fresh","3/4","2006-12-19","Bigger but not better.",NA,7.5,1,0.660878606051666
"m/rocky_iv","","False","Film4","Rotten","","2008-03-11","Boxers are noted for their hubris, but Stallone, perhaps still punch-drunk from the early success, would have been better advised to have quit rather than suffer the body blows of this nonsense.",NA,NA,0,NA
"m/rocky_iv","","False","Film4","Rotten","","2008-03-11","Boxers are noted for their hubris, but Stallone, perhaps still punch-drunk from the early success, would have been better advised to have quit rather than suffer the body blows of this nonsense.",NA,NA,0,NA
"m/rocky_v","","True","Entertainment Weekly","Fresh","","1990-11-16","","B-",5,1,-0.421006771853116
"m/rocky_v","","True","Entertainment Weekly","Fresh","","1990-11-16","","B-",5,1,-0.421006771853116
"m/rocky_v","","False","TV Guide","Fresh","3.5/4","2006-12-19","For the most part, the Rocky pictures have been outstanding entertainments, beautifully crafted and executed, and Rocky V is an important and worthwhile addition to the series.",NA,8.75,1,1.20182129500406
"m/rocky_v","","False","TV Guide","Fresh","3.5/4","2006-12-19","For the most part, the Rocky pictures have been outstanding entertainments, beautifully crafted and executed, and Rocky V is an important and worthwhile addition to the series.",NA,8.75,1,1.20182129500406
"m/roger_and_me","","False","TV Guide","Fresh","4/5","2003-07-30","",NA,8,1,0.877255681632622
"m/roger_and_me","","False","TV Guide","Fresh","4/5","2003-07-30","",NA,8,1,0.877255681632622
"m/roger_dodger","","False","E! Online","Fresh","","2002-10-25","Life's just full of surprises. Who'd expect a movie about a rogue and his horny teenage nephew to be so good?","B+",7,1,0.444501530470709
"m/roger_dodger","","False","E! Online","Fresh","","2002-10-25","Life's just full of surprises. Who'd expect a movie about a rogue and his horny teenage nephew to be so good?","B+",7,1,0.444501530470709
"m/roger_dodger","","True","Atlanta Journal-Constitution","Rotten","","2002-11-15","Roger Dodger is an impressive first-time effort by Dylan Kidd, the director and writer. But like the teen in the movie who is trying to lose his virginity, the film never quite scores.","C+",4,0,-0.853760923015028
"m/roger_dodger","","True","Atlanta Journal-Constitution","Rotten","","2002-11-15","Roger Dodger is an impressive first-time effort by Dylan Kidd, the director and writer. But like the teen in the movie who is trying to lose his virginity, the film never quite scores.","C+",4,0,-0.853760923015028
"m/roger_dodger","","True","Newsday","Fresh","3/4","2003-05-28","",NA,7.5,1,0.660878606051666
"m/roger_dodger","","True","Newsday","Fresh","3/4","2003-05-28","",NA,7.5,1,0.660878606051666
"m/roger_dodger","","False","Empire Magazine","Fresh","4/5","2006-12-30","",NA,8,1,0.877255681632622
"m/roger_dodger","","False","Empire Magazine","Fresh","4/5","2006-12-30","",NA,8,1,0.877255681632622
"m/role_models","","False","National Post","Rotten","2/4","2008-11-07","",NA,5,0,-0.421006771853116
"m/role_models","","False","National Post","Rotten","2/4","2008-11-07","",NA,5,0,-0.421006771853116
"m/role_models","","False","Total Film","Fresh","4/5","2009-01-09","For most of the film's running time, Wain refuses to give in to mush or melodrama, preferring to prod hopelessly dysfunctional characters into uneasy duels, just to see who blinks first.",NA,8,1,0.877255681632622
"m/role_models","","False","Total Film","Fresh","4/5","2009-01-09","For most of the film's running time, Wain refuses to give in to mush or melodrama, preferring to prod hopelessly dysfunctional characters into uneasy duels, just to see who blinks first.",NA,8,1,0.877255681632622
"m/roll_bounce","","False","Bullz-Eye.com","Fresh","3/5","2005-09-24","",NA,6,1,0.0117473793087968
"m/roll_bounce","","False","Bullz-Eye.com","Fresh","3/5","2005-09-24","",NA,6,1,0.0117473793087968
"m/roll_bounce","","True","Dallas Morning News","Rotten","","2006-01-07","","C+",4,0,-0.853760923015028
"m/roll_bounce","","True","Dallas Morning News","Rotten","","2006-01-07","","C+",4,0,-0.853760923015028
"m/rollerball","","False","TV Guide","Fresh","3/4","2007-06-05","The performances of Caan and Richardson are excellent, and the rollerball sequences are fast-paced and interesting.",NA,7.5,1,0.660878606051666
"m/rollerball","","False","TV Guide","Fresh","3/4","2007-06-05","The performances of Caan and Richardson are excellent, and the rollerball sequences are fast-paced and interesting.",NA,7.5,1,0.660878606051666
"m/rollerball","","False","Film4","Fresh","4/5","2008-08-05","Inside the arena, it's a fantastic action movie, but outside, it's starchy and pretentious.",NA,8,1,0.877255681632622
"m/rollerball","","False","Film4","Fresh","4/5","2008-08-05","Inside the arena, it's a fantastic action movie, but outside, it's starchy and pretentious.",NA,8,1,0.877255681632622
"m/rollerball_2002","","True","Atlanta Journal-Constitution","Fresh","","2002-02-07","I went with it. So, I'm guessing, will a lot of that cherished demographic, 14- to 34-year-old boys.",NA,NA,1,NA
"m/rollerball_2002","","True","Atlanta Journal-Constitution","Fresh","","2002-02-07","I went with it. So, I'm guessing, will a lot of that cherished demographic, 14- to 34-year-old boys.",NA,NA,1,NA
"m/rollerball_2002","","False","E! Online","Rotten","","2002-02-08","20 years later it's still just as confusing and pointless (and now X-tremely boring, too!).","F",0,0,-2.58477752766268
"m/rollerball_2002","","False","E! Online","Rotten","","2002-02-08","20 years later it's still just as confusing and pointless (and now X-tremely boring, too!).","F",0,0,-2.58477752766268
"m/rollerball_2002","","False","BeatBoxBetty.com","Rotten","","2002-02-12","Yup. Yet another remake of one of my childhood faves has been bastardized.",NA,NA,0,NA
"m/rollerball_2002","","False","BeatBoxBetty.com","Rotten","","2002-02-12","Yup. Yet another remake of one of my childhood faves has been bastardized.",NA,NA,0,NA
"m/rollerball_2002","","True","Entertainment Weekly","Rotten","","2002-02-15","The new version just makes you feel like you've been watching a lame late-night rerun while stuck in a thunderdome.","C-",2,0,-1.71926922533885
"m/rollerball_2002","","True","Entertainment Weekly","Rotten","","2002-02-15","The new version just makes you feel like you've been watching a lame late-night rerun while stuck in a thunderdome.","C-",2,0,-1.71926922533885
"m/rollerball_2002","","False","Film4","Rotten","","2013-03-26","A dire re-working of the provocative 1975 sci-fi satire.",NA,NA,0,NA
"m/rollerball_2002","","False","Film4","Rotten","","2013-03-26","A dire re-working of the provocative 1975 sci-fi satire.",NA,NA,0,NA
"m/rollercoaster","","True","Globe and Mail","Rotten","2.5/4","2002-03-28","",NA,6.25,0,0.119935917099275
"m/rollercoaster","","False","National Post","Rotten","2/4","2002-03-28","",NA,5,0,-0.421006771853116
"m/rollercoaster","","True","Globe and Mail","Rotten","2.5/4","2002-03-28","",NA,6.25,0,0.119935917099275
"m/rollercoaster","","False","National Post","Rotten","2/4","2002-03-28","",NA,5,0,-0.421006771853116
"m/rollercoaster","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/rollercoaster","","False","Film Threat","Fresh","3.5/5","2005-12-06","",NA,7,1,0.444501530470709
"m/roman_de_gare","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","B",6,1,0.0117473793087968
"m/roman_de_gare","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","B",6,1,0.0117473793087968
"m/roman_holiday","","False","TV Guide","Fresh","4/4","2007-08-13","Delicious and delectable Audrey's Oscar-winning American debut. But not such a difficult feat with William Wyler backing you up.",NA,10,1,1.74276398395645
"m/roman_holiday","","False","TV Guide","Fresh","4/4","2007-08-13","Delicious and delectable Audrey's Oscar-winning American debut. But not such a difficult feat with William Wyler backing you up.",NA,10,1,1.74276398395645
"m/roman_holiday","","False","Film4","Fresh","","2008-04-01","[An] unfailingly lovely fairy tale.",NA,NA,1,NA
"m/roman_holiday","","False","Film4","Fresh","","2008-04-01","[An] unfailingly lovely fairy tale.",NA,NA,1,NA
"m/roman_holiday","","True","TIME Magazine","Fresh","","2009-02-02","The newcomer named Audrey Hepburn gives the popular old romantic nonsense a reality it has seldom had before.",NA,NA,1,NA
"m/roman_holiday","","True","TIME Magazine","Fresh","","2009-02-02","The newcomer named Audrey Hepburn gives the popular old romantic nonsense a reality it has seldom had before.",NA,NA,1,NA
"m/romance_and_cigarettes","","False","Bullz-Eye.com","Rotten","1.5/5","2008-10-18","",NA,3,0,-1.28651507417694
"m/romance_and_cigarettes","","False","Bullz-Eye.com","Rotten","1.5/5","2008-10-18","",NA,3,0,-1.28651507417694
"m/romancing_the_stone","","False","TV Guide","Fresh","3.5/4","2008-02-06","A rousing, old-fashioned romantic adventure.",NA,8.75,1,1.20182129500406
"m/romancing_the_stone","","False","TV Guide","Fresh","3.5/4","2008-02-06","A rousing, old-fashioned romantic adventure.",NA,8.75,1,1.20182129500406
"m/romancing_the_stone","","False","Empire Magazine","Fresh","4/5","2008-05-06","Douglas and Turner make a great double act in this exuberantly directed adventure movie with a great start turn from the always enjoyable De Vito. Good stuff.",NA,8,1,0.877255681632622
"m/romancing_the_stone","","False","Empire Magazine","Fresh","4/5","2008-05-06","Douglas and Turner make a great double act in this exuberantly directed adventure movie with a great start turn from the always enjoyable De Vito. Good stuff.",NA,8,1,0.877255681632622
"m/romeo_is_bleeding","","True","Entertainment Weekly","Rotten","","1994-02-04","","C+",4,0,-0.853760923015028
"m/romeo_is_bleeding","","True","Entertainment Weekly","Rotten","","1994-02-04","","C+",4,0,-0.853760923015028
"m/romeo_is_bleeding","","True","Time Out","Rotten","","2006-06-24","Hilary Henkin's script isn't as smart as it thinks it is, and only Olin's breathtakingly excessive femme fatale hits the right note of campy panache.",NA,NA,0,NA
"m/romeo_is_bleeding","","True","Time Out","Rotten","","2006-06-24","Hilary Henkin's script isn't as smart as it thinks it is, and only Olin's breathtakingly excessive femme fatale hits the right note of campy panache.",NA,NA,0,NA
"m/romeo_is_bleeding","","False","Film4","Rotten","","2008-04-09","This is a battle-of-the-sexes movie played out at such a pitch of pervsity and amorality that it ultimately becomes rather laughable.",NA,NA,0,NA
"m/romeo_is_bleeding","","False","TV Guide","Rotten","2.5/4","2008-04-09","The cast tries to make up for the script's hollowness by hurling themselves headlong into the sort of bloody, sweating, spittle-spewing performances that can sometimes turn thin material into personal triumphs, but to little avail.",NA,6.25,0,0.119935917099275
"m/romeo_is_bleeding","","False","Film4","Rotten","","2008-04-09","This is a battle-of-the-sexes movie played out at such a pitch of pervsity and amorality that it ultimately becomes rather laughable.",NA,NA,0,NA
"m/romeo_is_bleeding","","False","TV Guide","Rotten","2.5/4","2008-04-09","The cast tries to make up for the script's hollowness by hurling themselves headlong into the sort of bloody, sweating, spittle-spewing performances that can sometimes turn thin material into personal triumphs, but to little avail.",NA,6.25,0,0.119935917099275
"m/romeo_must_die","","False","E! Online","Rotten","","2000-01-01","This Shakespearean takeoff is pumped with everything a kid could want: Kung Fu, hip-hop, Matrix-style effects and a beautiful Juliet. Unfortunately, it's also overstuffed with so-so melodrama.",NA,NA,0,NA
"m/romeo_must_die","","False","E! Online","Rotten","","2000-01-01","This Shakespearean takeoff is pumped with everything a kid could want: Kung Fu, hip-hop, Matrix-style effects and a beautiful Juliet. Unfortunately, it's also overstuffed with so-so melodrama.",NA,NA,0,NA
